0.11	0.00	0.00
0.13	11.82	0.03
0.14	296.43	0.03
0.65	31.36	0.54
0.72	41.48	0.61
0.72	54.94	0.61
0.72	68.08	0.62
0.73	80.01	0.63
0.74	92.64	0.63
0.74	105.11	0.64
0.75	116.33	0.65
0.76	133.44	0.62
0.76	132.99	0.63
0.77	667.95	0.12
0.78	1384.82	0.06
0.78	1338.48	0.06
0.78	1338.48	0.06
0.79	1487.84	0.06
0.79	1487.84	0.06
0.80	1487.84	0.06
0.80	1666.67	0.05
0.81	1666.67	0.05
0.81	1666.67	0.05
0.82	1915.29	0.04
0.82	1915.29	0.04
0.82	1915.29	0.04
0.83	1915.29	0.04
0.83	2000.00	0.04
0.84	2000.00	0.04
0.84	2000.00	0.04
0.84	2000.00	0.04
0.85	2000.00	0.04
0.85	2000.00	0.04
0.86	2000.00	0.04
0.86	2000.00	0.04
0.87	2000.00	0.04
0.87	2000.00	0.04
0.87	2000.00	0.04
0.88	2000.00	0.04
0.88	2000.00	0.04
0.89	2000.00	0.04
0.89	2000.00	0.04
0.89	2000.00	0.04
0.90	2000.00	0.04
0.90	2000.00	0.04
0.91	2000.00	0.04
0.91	2000.00	0.04
0.92	1818.18	0.05
0.92	1818.18	0.05
0.93	1818.18	0.05
0.93	1818.18	0.05
0.94	1538.46	0.05
0.95	1428.57	0.06
1.47	144.40	0.58
1.76	97.32	0.85
1.76	97.32	0.85
1.77	97.32	0.85
1.78	96.88	0.86
1.78	96.88	0.86
1.79	96.88	0.86
1.79	96.88	0.86
2.70	47.35	1.76
2.93	42.16	1.97
2.93	57.24	1.45
2.94	70.10	1.19
2.96	69.37	1.20
3.08	63.43	1.31
3.10	63.11	1.32
3.53	47.58	1.75
3.78	41.76	1.99
3.94	38.73	2.15
4.51	45.88	1.81
5.07	38.80	2.14
5.10	38.36	2.17
5.10	38.57	2.16
5.11	38.80	2.14
5.12	40.78	2.04
5.12	41.07	2.03
5.14	51.83	1.61
5.14	61.09	1.36
5.14	68.99	1.21
5.16	129.92	0.64
5.16	932.74	0.09
5.16	1254.52	0.07
5.17	1254.52	0.07
5.17	1220.66	0.07
5.18	1384.82	0.06
5.18	1384.82	0.06
5.19	1666.67	0.05
5.19	1666.67	0.05
5.19	1666.67	0.05
5.20	1915.29	0.04
5.20	1915.29	0.04
5.21	1915.29	0.04
5.21	1915.29	0.04
5.22	2000.00	0.04
5.22	2000.00	0.04
5.22	2000.00	0.04
5.23	2000.00	0.04
5.23	2000.00	0.04
5.24	2000.00	0.04
5.24	2000.00	0.04
5.24	2000.00	0.04
5.25	2000.00	0.04
5.25	2000.00	0.04
5.26	2000.00	0.04
5.26	2000.00	0.04
5.27	2000.00	0.04
5.27	2000.00	0.04
5.27	2000.00	0.04
5.28	2000.00	0.04
5.28	2000.00	0.04
5.29	1666.67	0.05
5.30	1666.67	0.05
5.82	145.45	0.57
6.07	102.56	0.81
6.07	102.56	0.81
6.08	102.56	0.81
6.09	101.55	0.82
6.09	101.55	0.82
6.10	101.55	0.82
6.10	101.55	0.82
6.11	102.59	0.81
6.11	102.36	0.81
6.12	286.19	0.29
6.12	1614.91	0.05
6.12	1614.91	0.05
6.13	1614.91	0.05
6.13	1915.29	0.04
6.14	1915.29	0.04
6.14	1915.29	0.04
6.14	1915.29	0.04
6.15	1915.29	0.04
6.15	2000.00	0.04
6.16	2000.00	0.04
6.16	2000.00	0.04
6.17	2000.00	0.04
6.17	2000.00	0.04
6.17	2000.00	0.04
6.18	2000.00	0.04
6.18	2000.00	0.04
6.19	2000.00	0.04
6.19	2000.00	0.04
6.19	2000.00	0.04
6.20	2000.00	0.04
6.20	2000.00	0.04
6.21	2000.00	0.04
6.21	2000.00	0.04
6.22	2000.00	0.04
6.22	2000.00	0.04
6.22	2000.00	0.04
6.23	2000.00	0.04
6.23	2000.00	0.04
6.24	2000.00	0.04
6.24	2000.00	0.04
6.24	2000.00	0.04
6.25	2000.00	0.04
6.25	2000.00	0.04
6.26	2000.00	0.04
6.27	1818.18	0.05
6.27	1666.67	0.05
6.28	1666.67	0.05
6.30	1250.00	0.07
7.00	109.29	0.76
7.28	80.16	1.04
7.28	80.32	1.04
7.28	80.32	1.04
7.30	79.70	1.04
7.30	79.70	1.04
7.30	80.02	1.04
8.34	40.17	2.07
8.36	39.90	2.09
8.37	40.22	2.07
8.38	60.10	1.38
8.39	75.11	1.11
8.40	74.29	1.12
8.40	74.29	1.12
8.41	74.83	1.11
8.42	74.40	1.12
8.42	74.40	1.12
8.43	1002.89	0.08
8.43	1212.12	0.07
8.44	1180.48	0.07
8.44	1384.82	0.06
8.45	1384.82	0.06
8.45	1666.67	0.05
8.45	1666.67	0.05
8.46	1666.67	0.05
8.46	1915.29	0.04
8.47	1915.29	0.04
8.47	1915.29	0.04
8.48	1915.29	0.04
8.48	2000.00	0.04
8.48	2000.00	0.04
8.49	2000.00	0.04
8.49	2000.00	0.04
8.50	2000.00	0.04
8.50	2000.00	0.04
8.50	2000.00	0.04
8.51	2000.00	0.04
8.51	2000.00	0.04
8.52	2000.00	0.04
8.52	2000.00	0.04
8.52	2000.00	0.04
8.53	2000.00	0.04
8.54	1818.18	0.05
8.54	1818.18	0.05
8.56	1428.57	0.06
8.56	1428.57	0.06
9.14	132.01	0.63
9.58	78.12	1.06
9.69	71.05	1.17
10.13	51.55	1.61
10.61	39.92	2.08
10.88	35.34	2.35
10.89	35.43	2.35
10.91	35.18	2.36
11.36	29.74	2.80
11.59	27.49	3.03
11.59	33.90	2.45
11.61	40.99	2.03
11.61	43.25	1.92
11.63	55.81	1.49
11.63	81.52	1.02
11.63	110.91	0.75
11.64	109.66	0.76
11.65	112.08	0.74
11.65	279.95	0.30
11.66	1216.37	0.07
11.66	1184.51	0.07
11.67	1384.82	0.06
11.67	1384.82	0.06
11.68	1666.67	0.05
11.68	1666.67	0.05
11.68	1666.67	0.05
11.69	1915.29	0.04
11.69	1915.29	0.04
11.70	1915.29	0.04
11.70	1915.29	0.04
11.70	2000.00	0.04
11.71	2000.00	0.04
11.71	2000.00	0.04
11.72	2000.00	0.04
11.72	2000.00	0.04
11.73	2000.00	0.04
11.73	2000.00	0.04
11.73	2000.00	0.04
11.74	2000.00	0.04
11.74	2000.00	0.04
11.75	2000.00	0.04
11.75	2000.00	0.04
11.75	2000.00	0.04
11.76	2000.00	0.04
11.76	2000.00	0.04
11.77	2000.00	0.04
11.77	2000.00	0.04
11.78	2000.00	0.04
11.78	2000.00	0.04
11.78	2000.00	0.04
11.79	2000.00	0.04
11.79	2000.00	0.04
11.80	1818.18	0.05
11.81	1666.67	0.05
11.82	1428.57	0.06
12.04	303.03	0.27
12.04	305.34	0.27
12.05	307.69	0.27
12.06	296.55	0.28
12.06	296.55	0.28
12.07	296.55	0.28
12.07	296.55	0.28
12.08	301.01	0.28
12.08	305.61	0.27
12.08	315.25	0.26
12.08	0.00	0.00
